,unique_id,transaction_id,unformatted_date,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
1971,345621,20180323|570|1|2|211279,2018-06-16,5364,32OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,304,570 Hueytown,1007 Red Farmer Drive,Hueytown,35023,41.9966,-91.8623,ACTIVE,1.0,0.648701,0.351299,1.0
2613,1028342,20180323|385|1|1|3985802,2018-06-16,5048,POPTART STRW 2CT,69,Other Snack,65,Health Snacks,42,155,385 Bentonville,1706 S Walton Blvd,Bentonville,72712,36.3531,-94.212,ACTIVE,1.09,0.62625,0.46375,1.0
2821,2800943,20180324|685|1|1|51960,2018-06-17,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,345,685 Centennial,7255 S Havana St Ste 140,Centennial,80112,39.5848,-104.868,ACTIVE,1.69,0.905772,0.784228,1.0
2990,1109502,20180325|406|2|2|5117458,2018-06-18,903,BLOWPOP .65OZ,267,Healthy Candy,331,Candy,230,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,0.25,0.14557,0.10443,1.0
708,822557,20180325|228|3|1|4887915,2018-06-18,2730,NEWPO NON MEN 100 BX,161,Cig-premium (331),8,Cigarettes,435,91,228 Brandon,704 Main St,Brandon,52210,42.3147,-92.0057,ACTIVE,5.66,0.68176,4.97824,1.0
132,2292831,20180326|571|3|1|3424856,2018-06-19,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,25.0,3.2202,21.7798,10.734
666,1493126,20180326|631|1|1|3450828,2018-06-19,6333,POWERADE ZRO MIX BRY 32OZ,252,Sports Drinks,150,Juice/tonics,132,324,631 Hitchcock,386 Clarke St,Hitchcock,57348,44.6302,-98.4081,ACTIVE,2.29,1.27575,1.01425,1.0
776,2213854,20180327|391|3|3|6199389,2018-06-20,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,20.0,2.5872,17.4128,8.624
471,2646995,20180327|157|2|2|2152701,2018-06-20,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,48,157 Sylacauga,41301 US Hwy 280,Sylacauga,35150,42.507,-92.4034,ACTIVE,1.29,0.836841,0.453159,1.0
2346,2333742,20180328|479|1|1|3829309,2018-06-21,2348,20OZ COFFEE REFILL,147,Hot Bev-refills (305),232,Hot Dispensed Beverage,11,236,479 Lincoln,214 E Main St,Lincoln,65338,38.3907,-93.3343,CLOSED,1.0,1.0,0.0,1.0
250,2308991,20180328|881|1|100|6370684,2018-06-21,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,413,881 Erick,119 W 3Rd St,Erick,73645,35.2141,-99.8677,ACTIVE,23.0,2.937,20.063,9.79
1309,2691511,20180328|518|3|1|4378761,2018-06-21,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,1.29,1.29,0.0,1.0
929,2071536,20180328|840|1|1|3713863,2018-06-21,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,382,840 Albany,109 N Wade St,Albany,74721,33.8818,-96.162,CLOSED,5.0,0.6174,4.3826,2.058
798,1109993,20180328|406|3|3|5122888,2018-06-21,10864,CRSNT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,2.69,1.749,0.941,1.0
938,597284,20180329|32|1|2|2778076,2018-06-22,6263,COKE CHRY 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,121,32 Shell Rock,203 S Walnut St,Shell Rock,50670,42.7116,-92.5839,ACTIVE,1.99,0.834,1.156,1.0
2504,329451,20180329|939|3|2|38193,2018-06-22,18962,DIESEL,1,Fuel Premuim,78,Fuel,68,452,939 Campo,183 W 4Th St,Campo,81029,37.1055,-102.58,ACTIVE,449.07,49.0068,400.0632,163.356
229,1203282,20180329|465|3|1|3810455,2018-06-22,18780,EVAN WILLIAMS 375ML,173,Whiskey,249,Liquor,201,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,8.99,3.84444,5.14556,1.0
2678,1074430,20180330|393|1|1|5545762,2018-06-23,10868,CORN DOGS FCS,276,Hot Food,275,Hot Sandwiches & Chicken,207,162,393 Henderson,13091 Highway 62 E,Henderson,72544,36.3832,-92.191,ACTIVE,1.19,0.687,0.503,1.0
284,2770089,20180330|966|3|1|2007686,2018-06-23,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,0.01,-1.235522,1.245522,1.0
685,2231960,20180330|409|6|2|4510355,2018-06-23,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,0.0,0.0,0.0,0.0
315,1632399,20180331|881|2|2|6380818,2018-06-24,7509,RED BULL BLU EDT 12OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,413,881 Erick,119 W 3Rd St,Erick,73645,35.2141,-99.8677,ACTIVE,5.0,1.15468,3.84532,2.0
337,276955,20180331|986|2|1|2209358,2018-06-24,3689,FUNYUN REG 2.375OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,482,986 Apache,302 E Evans Ave,Apache,73006,34.8936,-98.363,ACTIVE,1.69,0.51053,1.17947,1.0
1524,2237844,20180331|433|1|100|4851065,2018-06-24,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,25.6,3.1362,22.4638,10.454
505,2179004,20180331|250|1|100|4493378,2018-06-24,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,38.38,4.6443,33.7357,15.481
2350,60260,20180401|386|3|1|2403054,2018-06-25,18999,G93E10P,1,Fuel Premuim,78,Fuel,68,156,386 Gravette,613 Main St Sw,Gravette,72736,36.4217,-94.4614,ACTIVE,9.0,0.9219,8.0781,3.073
1946,78644,20180401|938|1|2|2276819,2018-06-25,13754,SMART WTR 700ML,255,Bottled Water,150,Juice/tonics,174,451,938 Pritchett,153 Randolph St,Pritchett,81064,37.368,-102.86,ACTIVE,4.38,2.18836,2.19164,2.0
1908,678767,20180401|143|5|2|4902871,2018-06-25,392,KICKSTART BLU POM 12OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,1.0,-0.14455,1.14455,1.0
279,249341,20180402|396|2|2|1811446,2018-06-26,1226,GOLDEN GRHM CHOC MAR 2.1OZ,70,Healthy Snacks,65,Health Snacks,184,165,396 Pomeroy,116 S Main St,Pomeroy,50575,42.5506,-94.6855,CLOSED,3.18,1.74666,1.43334,2.0
436,65998,20180402|966|3|1|2009708,2018-06-26,12979,HOT DOG RETAIL ONLY,280,Roller Grill Food,279,Roller Grill,9,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,2.09,-0.255042,2.345042,2.0
2805,1008257,20180402|383|2|2|5709860,2018-06-26,3315,L&M MEN BX,207,Cig-off Inv-discount (442),11,Off Invoice Cigs (104),27,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,5.94,1.37699,4.56301,1.0
1319,300041,20180402|26|1|100|2943388,2018-06-26,18991,G89E10M-B50,1,Fuel Premuim,78,Fuel,68,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,40.67,4.0683,36.6017,13.561
444,768823,20180402|200|1|1|4632489,2018-06-26,1316,JACKLI TRYK JMBO 2OZ,66,Alt Snack-meat Snacks (171),146,Jerky (305),219,64,200 Cedar Falls,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,ACTIVE,3.49,1.73864,1.75136,1.0
146,864026,20180402|250|3|1|4497650,2018-06-26,3435,MUNCHI CHDR MIX XL 8OZ,58,Salty Snacks-other (157),5,Salty Snacks,161,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,3.29,0.87,2.42,1.0
1760,2579070,20180404|409|1|3|4520094,2018-06-28,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,6.0,6.0,0.0,1.0
546,1001908,20180404|382|3|1|3360203,2018-06-28,6392,FANTA GRN APL 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,152,382 Gentry,899 W Main St,Gentry,72734,36.2672,-94.4929,ACTIVE,1.49,0.64167,0.84833,1.0
1183,1669010,20180404|890|3|1|2431280,2018-06-28,11009,SSLT BRWN BTR MRSH BAR,270,Bakery Food,269,Bakery,112,420,890 Hitchcock,107 W Main St,Hitchcock,73744,35.9682,-98.3491,ACTIVE,2.39,1.463,0.927,1.0
1799,2873945,20180404|433|4|2|4859751,2018-06-28,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,1.49,0.962097,0.527903,1.0
361,2723321,20180405|362|1|2|5072396,2018-06-29,3002,MARLB GLD BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,132,362 Norfork,13862 Highway 5 S,Norfork,72658,36.2088,-92.2863,ACTIVE,6.51,0.65064,5.85936,1.0
186,1895338,20180405|2926|2|2|2816155,2018-06-29,5158,STARBUR ORG MEGA STK 3.45OZ KS,267,Healthy Candy,331,Candy,230,114,2926 Commerce City,8096 Brighton Rd,Commerce City,80022,39.8437,-104.921,ACTIVE,1.99,0.89474,1.09526,1.0
2226,1569053,20180405|670|2|1|5794607,2018-06-29,18139,BIGS VLASIC DLL SD 5.35OZ,55,Nuts & seeds,185,Nuts,318,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,2.19,1.18273,1.00727,1.0
59,367734,20180405|1871|2|2|163605,2018-06-29,11933,GUMOUT 2X FUEL INJECT 6OZ,128,Auto-other Additives (245),174,Automotive (35),69,58,1871 Vestavia Hills,1300 Montgomery Highway,Vestavia Hills,35216,35.8138,-94.6289,ACTIVE,3.99,1.75429,2.23571,1.0
808,372125,20180406|466|2|2|2963729,2018-06-29,594,CAMEL CRUSH MEN SLVR 85 BX,161,Cig-premium (331),8,Cigarettes,435,222,466 Centralia,104 W Sneed St,Centralia,65240,39.2103,-92.1384,ACTIVE,4.79,0.08364,4.70636,1.0
342,502948,20180406|906|2|2|1806674,2018-06-30,5271,M&M CRNCHY MNT KS,266,Vegan Candy,331,Candy,304,428,906 Aurora,18555 E Smoky Hill Rd,Aurora,80015,39.6192,-104.771,ACTIVE,1.99,1.99,0.0,1.0
2280,431497,20180406|838|1|1|3170237,2018-06-30,12362,COPENHGN LC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,380,838 Oxford,92 Plaza Lane,Oxford,36203,35.9938,-94.5681,ACTIVE,25.25,6.1513,19.0987,5.0
2133,1561672,20180406|670|1|2|5797942,2018-06-30,8885,HABITAT FOR HUMANITY,304,Services-fundraising (926),309,Store Services (92),5,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,1.0,0.0,1.0,1.0
2935,1270527,20180407|497|1|1|2432599,2018-07-01,2292,LD CHOC MINI DNUT 3.1OZ,61,Muffins & Donuts,262,Bread & Cakes,53,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,2.0,0.7,1.3,2.0
254,2756483,20180407|250|3|1|4506924,2018-07-01,216,MT DEW 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,3.2,0.8841,2.3159,2.0
1341,2416758,20180408|571|1|1|3444420,2018-07-01,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,1.49,0.812775,0.677225,1.0
2694,950909,20180407|369|2|1|3110296,2018-07-01,3057,MARLB SPCL BLND MEN BLK BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,138,369 Purdum,84451 Purdum Ave,Purdum,69157,42.0644,-100.259,ACTIVE,6.25,1.61769,4.63231,1.0
2573,379646,20180408|986|4|1|2215399,2018-07-02,10378,MONSTER MEGA 24OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,482,986 Apache,302 E Evans Ave,Apache,73006,34.8936,-98.363,ACTIVE,3.59,1.62619,1.96381,1.0
2036,1279167,20180408|497|3|1|2435876,2018-07-02,9091,MO MARILYN MONROE 194,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,5.0,0.25,4.75,1.0
1165,1346616,20180408|521|1|1|1700145,2018-07-02,470,DT PEPSI 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,275,521 Attalla,973 Gilbert Ferry Road Se,Attalla,35954,40.9892,-94.7355,ACTIVE,1.99,0.82733,1.16267,1.0
1643,695295,20180409|146|1|1|5752616,2018-07-03,218,AQUAFINA 1LT,255,Bottled Water,150,Juice/tonics,174,33,146 Bella Vista,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,ACTIVE,1.89,1.11639,0.77361,1.0
683,2387548,20180409|561|6|6|7366971,2018-07-03,18234,LOTTERY WIN,135,Lottery-win (270),307,Store Services (92),1,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,-5.0,0.0,0.0,5.0
1057,1298228,20180410|514|1|2|4061476,2018-07-04,8885,HABITAT FOR HUMANITY,304,Services-fundraising (926),309,Store Services (92),5,270,514 Athens,1011 US Hwy 72 East,Athens,35611,41.0232,-94.6098,ACTIVE,1.0,0.0,1.0,1.0
1158,1282477,20180411|498|2|2|4966995,2018-07-05,5180,SNICKER 1.86OZ REG,266,Vegan Candy,331,Candy,304,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,1.49,0.87857,0.61143,1.0
1238,1165415,20180411|433|4|2|4875652,2018-07-05,415,LIFEWTR 1LT,255,Bottled Water,150,Juice/tonics,174,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,2.39,1.195,1.195,1.0
2484,2798591,20180411|360|1|1|2650842,2018-07-05,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,130,360 Roseland,9230 S Lincoln Ave,Roseland,68973,40.4705,-98.5592,ACTIVE,1.69,0.912058,0.777942,1.0
1608,184915,20180411|187|1|1|2339696,2018-07-05,2069,WRIGLEY EXT SPMNT 35PC,263,Gum,119,Gum,128,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,2.99,1.44444,1.54556,1.0
1779,2588749,20180411|670|2|2|5811719,2018-07-05,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,6.0,6.0,0.0,1.0
1879,1695230,20180412|905|1|1|3570154,2018-07-06,451,AMP ORG CIT 12OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,2.0,0.8525,1.1475,1.0
859,2082158,20180412|381|2|2|4011973,2018-07-06,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,151,381 Midway,323 Highway 178 W,Midway,72651,36.3862,-92.4672,ACTIVE,10.0,1.2504,8.7496,4.168
555,1702666,20180412|914|1|1|3492380,2018-07-06,7541,RED BULL 8.4OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,434,914 Centennial,2221 E Arapahoe Rd,Centennial,80122,39.5957,-104.963,ACTIVE,2.49,1.09835,1.39165,1.0
2511,1138298,20180412|412|3|1|3106944,2018-07-06,10866,BISCUIT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,4.5,2.994,1.506,2.0
2259,141120,20180412|386|1|2|2412841,2018-07-06,2292,LD CHOC MINI DNUT 3.1OZ,61,Muffins & Donuts,262,Bread & Cakes,53,156,386 Gravette,613 Main St Sw,Gravette,72736,36.4217,-94.4614,ACTIVE,1.29,0.64,0.65,1.0
1483,2359798,20180412|650|1|100|3879480,2018-07-06,18998,G91E10P,1,Fuel Premuim,78,Fuel,68,327,650 Thornton,8804 Washington St,Thornton,80229,39.8564,-104.978,ACTIVE,49.16,4.6098,44.5502,15.366
884,592374,20180413|29|2|2|4446718,2018-07-07,11050,SLC PZ PEPPRNI 13IN FCS,287,Slices,277,Pizza,39,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,1.99,1.772,0.218,1.0
2483,2154681,20180413|146|3|2|5762378,2018-07-07,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,33,146 Bella Vista,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,ACTIVE,20.0,2.4804,17.5196,8.268
242,2063376,20180414|4923|1|100|4331545,2018-07-08,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,13.43,1.4661,11.9639,4.887
11,1699367,20180415|914|2|1|3497322,2018-07-09,456,KICKSTART ORIG UL 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,434,914 Centennial,2221 E Arapahoe Rd,Centennial,80122,39.5957,-104.963,ACTIVE,1.99,0.84625,1.14375,1.0
2349,2229617,20180415|409|2|2|4541584,2018-07-09,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,20.33,2.5422,17.7878,8.474
2815,2086735,20180415|292|1|100|2669969,2018-07-09,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,112,292 Aredale,117 E Main St,Aredale,50605,42.8351,-93.0034,ACTIVE,8.75,1.0587,7.6913,3.529
2888,1184372,20180415|453|1|3|4200718,2018-07-09,10318,MONSTER UL ZRO 24OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,3.59,1.62059,1.96941,1.0
921,950326,20180416|369|1|1|3122686,2018-07-10,2562,SWISHER REG 2P99 CIGRL POCH,335,Tobacco-cigarillo (962),320,Cigars,342,138,369 Purdum,84451 Purdum Ave,Purdum,69157,42.0644,-100.259,ACTIVE,1.98,0.59364,1.38636,2.0
1526,1673600,20180416|891|2|2|2708936,2018-07-10,510,PURE LEAF SWT TEA LMN 18.5OZ,251,Iced Tea,150,Juice/tonics,166,421,891 Canton,202 W Main St,Canton,73724,36.0537,-98.5899,ACTIVE,1.99,0.82941,1.16059,1.0
1783,1480966,20180416|578|2|2|4263912,2018-07-10,11060,CINN ROLLS FCS,270,Bakery Food,269,Bakery,112,310,578 Millbrook,145 Kelley Blvd,Millbrook,36054,39.2417,-91.6434,ACTIVE,1.79,1.284,0.506,1.0
2503,1434475,20180417|562|2|2|4356709,2018-07-11,8845,MIKES HRDR STRWBRY 16OZ CAN,231,Flavored Malt,246,Beer,297,297,562 Columbia,101 S Providence Rd,Columbia,65203,38.9509,-92.3362,ACTIVE,1.99,0.745,1.245,1.0
2423,2352116,20180418|494|1|100|1615160,2018-07-12,18998,G91E10P,1,Fuel Premuim,78,Fuel,68,253,494 Moulton,15445 Highway 24,Moulton,35650,39.2107,-91.7252,ACTIVE,10.0,1.0455,8.9545,3.485
256,1761930,20180418|952|3|1|4046003,2018-07-12,10803,BISCUITS N GRAVY  HALF FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,458,952 Tie Siding,1741 S Us Highway 287,Tie Siding,82084,41.0813,-105.509,ACTIVE,1.99,1.494,0.496,1.0
2703,58329,20180419|360|1|1|2660569,2018-07-12,6744,22OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,130,360 Roseland,9230 S Lincoln Ave,Roseland,68973,40.4705,-98.5592,ACTIVE,1.0,0.644197,0.355803,1.0
1188,2607077,20180418|401|2|3|4842437,2018-07-12,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,172,401 Rogers,401 N 8Th St,Rogers,72756,36.3364,-94.1246,ACTIVE,2.09,1.502,0.588,2.0
1984,2023710,20180419|938|1|100|2292562,2018-07-13,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,451,938 Pritchett,153 Randolph St,Pritchett,81064,37.368,-102.86,ACTIVE,23.09,2.5668,20.5232,8.556
2767,2593754,20180419|1097|1|1|974500,2018-07-13,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,5,1097 Enterprise,600 Boll Weevil Circle,Enterprise,36330,40.648,-92.8406,ACTIVE,2.0,2.0,0.0,1.0
1743,536544,20180419|966|3|1|2024856,2018-07-13,10466,SKU ICE BAG SML,143,Ice (282),141,Ice (277),7,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,2.19,1.203333,0.986667,1.0
1941,2233047,20180420|412|1|100|3121531,2018-07-14,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,45.2,5.5365,39.6635,18.455
389,2112587,20180420|338|1|100|1730413,2018-07-14,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,124,338 Hastings,300 N Kansas Ave,Hastings,68901,40.5864,-98.3858,CLOSED,20.0,2.3082,17.6918,7.694
228,2388430,20180420|563|1|1|3553408,2018-07-14,18234,LOTTERY WIN,135,Lottery-win (270),307,Store Services (92),1,298,563 Jackson,4206 N College Ave,Jackson,36545,40.4403,-95.3812,ACTIVE,-13.0,0.0,0.0,13.0
571,1746423,20180421|930|2|2|3746785,2018-07-15,225,PEPSI 2LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,2.39,0.89059,1.49941,1.0
1614,1033118,20180421|387|3|1|4503311,2018-07-15,3309,L&M 100 BX,207,Cig-off Inv-discount (442),11,Off Invoice Cigs (104),27,157,387 Big Flat,100 Community Dr,Big Flat,72617,36.0018,-92.4051,ACTIVE,5.64,0.05374,5.58626,1.0
400,1496861,20180421|631|3|1|3489251,2018-07-15,6307,POWERADE BRY BLST 32OZ,252,Sports Drinks,150,Juice/tonics,132,324,631 Hitchcock,386 Clarke St,Hitchcock,57348,44.6302,-98.4081,ACTIVE,1.66,0.6475,1.0125,1.0
2727,1871172,20180422|1903|3|2|797365,2018-07-16,2174,NACHOS FCS,280,Roller Grill Food,279,Roller Grill,9,59,1903 Selma,1501 Hwy 14 East,Selma,36703,39.8282,-105.036,ACTIVE,2.49,1.485,1.005,1.0
955,922164,20180424|367|2|2|2939391,2018-07-18,322,PURE LEAF LMN TEA 18.5OZ,251,Iced Tea,150,Juice/tonics,166,136,367 Arthur,309 Fir St,Arthur,69121,41.5711,-101.691,ACTIVE,1.99,0.985689,1.004311,1.0
2078,921524,20180424|367|2|1|2939854,2018-07-18,18138,BIGS ORIG SD 5.35OZ,55,Nuts & seeds,185,Nuts,318,136,367 Arthur,309 Fir St,Arthur,69121,41.5711,-101.691,ACTIVE,2.19,1.042,1.148,1.0
1852,2179350,20180425|250|2|2|4542516,2018-07-19,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,15.0,1.6674,13.3326,5.558
185,883526,20180425|251|5|1|2023126,2018-07-19,11054,SLC PZ BRKFST 13IN FCS,287,Slices,277,Pizza,39,102,251 Albert City,114 Main St,Albert City,50510,42.7819,-94.9476,ACTIVE,1.0,0.761,0.239,1.0
1997,351612,20180425|435|2|2|3156268,2018-07-19,17928,HOSTESS CHOC MN DNT 6CT,61,Muffins & Donuts,262,Bread & Cakes,53,199,435 Golden City,519 Main St,Golden City,64748,37.3929,-94.0928,ACTIVE,1.99,0.9725,1.0175,1.0
1980,587695,20180425|29|1|1|4471017,2018-07-19,15446,ROCKSTAR PNCH FRT PNCH 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,5.0,0.755,4.245,3.0
993,629330,20180425|59|2|2|3340082,2018-07-19,11051,SLC PZ SSG 13IN FCS,287,Slices,277,Pizza,39,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,1.0,0.819,0.181,1.0
2910,1774708,20180425|973|2|2|4429444,2018-07-19,12962,TAKIS FUGO BRCL 4OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,2.59,1.65103,0.93897,1.0
974,2054805,20180427|973|2|2|4434567,2018-07-21,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,20.0,2.265,17.735,7.55
641,838801,20180428|229|1|1|4733038,2018-07-21,12962,TAKIS FUGO BRCL 4OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,92,229 Independence,200 2Nd Ave Ne,Independence,50644,42.47,-91.893,ACTIVE,2.59,1.65107,0.93893,1.0
2354,1346142,20180428|521|1|1|1726760,2018-07-22,2174,NACHOS FCS,280,Roller Grill Food,279,Roller Grill,9,275,521 Attalla,973 Gilbert Ferry Road Se,Attalla,35954,40.9892,-94.7355,ACTIVE,2.49,1.465,1.025,1.0
2114,1244369,20180428|480|3|3|3645393,2018-07-22,6777,SKU ICE BAG LRG,143,Ice (282),141,Ice (277),7,237,480 Ionia,206 N Main St,Ionia,65335,38.5027,-93.3235,ACTIVE,5.99,3.294373,2.695627,1.0
659,1416297,20180428|561|3|4|7439730,2018-07-22,10770,CHOC RSNS 6OZ,266,Vegan Candy,331,Candy,304,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,2.0,1.05524,0.94476,1.0
2606,2116462,20180428|840|1|1|3758272,2018-07-22,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,382,840 Albany,109 N Wade St,Albany,74721,33.8818,-96.162,CLOSED,20.0,2.4105,17.5895,8.035
552,2861144,20180429|237|3|2|3290855,2018-07-23,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,95,237 Rowley,111 Ely St,Rowley,52329,42.3701,-91.8436,ACTIVE,1.49,0.966575,0.523425,1.0
